ID,ent-name,ent-adrs,ent-adrs-pub,ent-zip,ent-city,ent-cnty,ent-st,ent-cntry,website,ent-cnct,ent-cnct-pub,ent-email,ent-email-pub,ent-phone,ent-phone-pub,ent-type,ent-include,disp-adrs-zip,disp-output,geo-scope,ent-tags,ent-desc-eng,ent-desc-loglang,ent-img-link,ent-img-lic,ent-img-crdt,lon,lat,rec-src,rec-udt-by,rec-updt-date
111,Bridgeport Art Center,1200 W. 35th Street,yes,60609,Chicago,,IL,USA,http://bridgeportart.com/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.65573916,41.83070988,Accelerate77,SE,2020-12-26
112,Brighton Park Branch Library,4314 S. Archer Avenue,yes,60632,Chicago,,IL,USA,http://www.chipublib.org/locations/16,,,,,,,Library,yes,address,both,local,,,,,,,-87.70260356,41.81520248,data.cityofchicago.org,SE,2020-12-26
113,Brighton Park Neighborhood Council,4477 S. Archer Ave.,yes,60632,Chicago,,IL,USA,http://www.bpncchicago.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.7075367,41.81196339,Accelerate77,SE,2020-12-26
114,Bronzeville Alliance Green Team,4510 S. Michigan Avenue,yes,60653,Chicago,,IL,USA,https://www.facebook.com/Bronzeville-Alliance-Green-Team-156842684376299/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62302217,41.81289357,Accelerate77,SE,2020-12-26
115,Bronzeville Alliance Neighborhood Garden,4148-4156 South Calumet St,yes,60653,Chicago,,IL,USA,https://www.facebook.com/BronzevilleCommunityGarden,,,,,,,Credit Union,yes,address,both,local,,,,,,,-87.6187282,41.8187215,SEWG,DC,2020-12-26
116,Bronzeville Children's Museum,9301 S. Stony Island Ave,yes,60617,Chicago,,IL,USA,www.bronzevillechildrensmuseum.com,,,,,,,museum,yes,address,both,local,,,,,,,-87.58532394,41.72598483,Accelerate77,SE,2020-12-26
117,Bronzeville Community Garden,360 E. 51st St,yes,60637,Chicago,,IL,USA,https://www.facebook.com/BronzevilleCommunityGarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.61749122,41.80217279,Accelerate77,SE,2020-12-26
118,Bronzeville Community Market,4400 S. Cottage Grove Ave,yes,60653,Chicago,,IL,USA,http://www.localharvest.org/bronzeville-community-market-M1993,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.60677009,41.81498316,Accelerate77,SE,2020-12-26
119,Bronzeville Community Market *,Martin Luther King Dr. & 26th St.,yes,60616,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.626719,41.844775,City of Chicago Farmers Markets,SE,2020-12-26
120,Bronzeville Green,3757 S. Wabash Avenue,yes,60653,Chicago,,IL,USA,http://www.trcwabash.org/bronzeville-green-organic-landscaping.html,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62476668,41.82614039,Accelerate77,SE,2020-12-26
121,Brothers Health Collective,2517 S ARCHER AVE,yes,60608,Chicago,,IL,USA,https://www.facebook.com/BrothersHealthChicago/,,,,,(312) 808-1044,yes,Workers Collective,yes,address,both,local,,,,,,,-87.6469756,41.8467267,SEWG,DC,2020-12-26
122,Bucktown Community Garden,1724 N Wilmot Ave.,yes,60647,Chicago,,IL,USA,https://www.facebook.com/bucktowngarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6802411,41.9128877,SEWG,DC,2020-12-26
123,Bucktown Community Organization,1658 N. Milwaukee Ave. #520,yes,60647,Chicago,,IL,USA,http://www.bucktown.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.67930655,41.91146275,Accelerate77,SE,2020-12-26
124,Bucktown-Wicker Park Branch Library,1701 N. Milwaukee Avenue,yes,60647,Chicago,,IL,USA,http://www.chipublib.org/locations/138,,,,,,,Library,yes,address,both,local,,,,,,,-87.68031899,41.91232998,data.cityofchicago.org,SE,2020-12-26
125,Budlong Woods Branch Library,5630 N. Lincoln Ave.,yes,60053,Chicago,,IL,USA,http://www.chipublib.org/locations/137/,,,,,,,Library,yes,address,both,local,,,,,,,-87.76836422,42.0343949,Accelerate77,SE,2020-12-26
126,Burling Park,2931 N Burling Street,yes,60657,Chicago,,IL,USA,https://www.facebook.com/Burling-Park-of-Lake-View-334146826628425/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6478209,41.935422,SEWG,DC,2020-12-26
127,BuyLibre,5410 S. Kimbark,yes,60615,Chicago,Cook,IL,USA,"http://creators.coop,https://buylibre.org/",,,info@buylibre.org,yes,,,media,yes,address,both,local,,,,,,,-87.595057,41.8009381,dotcoop,SE,2020-12-26
128,C T A F C Federal Credit Union,14 S Ashland Ave,yes,60607,Chicago,,IL,USA,http://creditunionaccess.com/cu18882.htm,,,,,(312)243-5190,yes,Credit Union,yes,address,both,local,,,,,,,-87.66688243,41.88111986,creditunionaccess.com,SE,2020-12-26
129,C.L.E.S.E. Garden,2953 W. Lawrence Ave,yes,60625,Chicago,,IL,USA,www.clese.org,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70294783,41.96840908,Accelerate77,SE,2020-12-26
130,CABALLEROS DE SAN JUAN CU,2359 N WASHTENAW AVE,yes,60647,Chicago,,IL,USA,https://www.creditunion1.org,,,,,(773) 278-8660,yes,Credit Union,yes,address,both,local,,,,,,,-87.6954364,41.9245393,SEWG,DC,2020-12-26
131,CafeChicago,3416 W. Bryn Mawr,yes,60659,Chicago,,IL,USA,http://cafechicago.org/,,,,,,,Cooperative,yes,address,both,local,,,,,,,-87.71445184,41.98308578,Steve Ediger,SE,2020-12-26
132,Calumet Heights Community Association Garden,2642 E. 93rd St,yes,60617,Chicago,,IL,USA,http://neighbor-space.org/calumet-heights-community-association-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.559201,41.726612,SEWG,DC,2020-12-26
133,Calumet Stewardship Initiative,13300 S. Baltimore Ave,yes,60633,Chicago,,IL,USA,https://www.facebook.com/calumetstewardshipinitiative/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.54723906,41.65366923,Accelerate77,SE,2020-12-26
134,Cambridge Manor Apartments,2631 S Indiana,yes,60616,Chicago,,IL,USA,https://www.facebook.com/pages/Cambridge-Manor/133556633362837,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6208928,41.8446749,SEWG,DC,2020-12-26
135,Campbell Co-Op Community Garden,1357-59 N Campbell Ave,yes,60622,Chicago,,IL,USA,https://www.facebook.com/CampbellCoOpCommunityGarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.689221,41.906452,SEWG,DC,2020-12-26
136,Campbell Cooperative Garden,2483 W Hirsch St,yes,60622,Chicago,,IL,USA,https://www.facebook.com/CampbellCoOpCommunityGarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.68927612,41.90655697,Shareable Map,SE,2020-12-26
137,Canaryville Branch Library,642 W. 43rd Street,yes,60609,Chicago,,IL,USA,http://www.chipublib.org/locations/2,,,,,,,Library,yes,address,both,local,,,,,,,-87.64230431,41.81632939,data.cityofchicago.org,SE,2020-12-26
138,Carlson Community Services,3938 W. Belle Plaine Avenue,yes,60618,Chicago,,IL,USA,http://www.carlsoncommunityservices.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.72660243,41.95558046,Accelerate77,SE,2020-12-26
139,Carmen Marine Cooperative,5030 North Marine Drive,yes,60640,Chicago,,IL,USA,http://chicagocoop.net/directory/,,,,,773.728.1770 ,Yes,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
140,Casa Michoacan,1638 S. Blue Island Ave,yes,60612,Chicago,,IL,USA,https://www.facebook.com/Fedecmi,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.66025018,41.85905796,Accelerate77,SE,2020-12-26
141,CASEL -- COLLABORATIVE FOR ACADEMIC,815 W VAN BUREN ST,yes,60607,Chicago,,IL,USA,https://casel.org/,,,,,312-226-3770,yes,Social Workshop,yes,address,both,local,,,,,,,-87.6479362,41.8764481,SEWG,DC,2020-12-26
142,Catatumbo Collective,8900 S. Green Bay Avenue,yes,60617,Chicago,,IL,USA,https://www.facebook.com/CatatumboCooperative/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.5419949,41.7337025,SEWG,DC,2020-12-26
143,Center for Economic Research & Social Change,4015 N Rockwell St,yes,60618,Chicago,,IL,USA,cersc.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.69314204,41.9542701,Shareable Map,SE,2020-12-26
144,Center for Humans and Nature,"20 N. Wacker Drive, #2807",yes,60606,Chicago,,IL,USA,www.humansandnature.org/,,,,,,,School,yes,address,both,local,,,,,,,-87.63686313,41.88222588,Accelerate77,SE,2020-12-26
145,Center For Neighborhood Technology,2125 W North Ave,yes,60647,Chicago,,IL,USA,cnt.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.68060028,41.91033714,Shareable Map,SE,2020-12-26
146,Center for New Horizons,4150 S King Dr,yes,60653,Chicago,,IL,USA,cnh.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.61668875,41.81906697,Accelerate77,SE,2020-12-26
147,Center on Halsted,3656 North Halsted Street,yes,60613,Chicago,,IL,USA,www.centeronhalsted.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64960862,41.94834248,Accelerate77,SE,2020-12-26
149,Central CU of Illinois,1001 Mannheim Rd,yes,60104,Bellwood,Cook,IL,USA,http://centralcu.coop,,,,,(708) 649-6400,yes,credit union,yes,address,both,local,,,,,,,-87.862288,41.8809578,dotcoop,SE,2020-12-26
148,Central CU of Illinois,9850 W. 159th St,yes,60467,Orland Park,,IL,USA,http://centralcu.coop,,,,,(708) 649-6400,yes,Credit Union,yes,address,both,local,,,,,,,,,dotcoop,,
150,Central Lake View Neighbors,836 W Wellington Ave,yes,60657,Chicago,,IL,USA,http://www.clvn.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.65157524,41.93640888,Accelerate77,SE,2020-12-26
151,Centro Comunitario Juan Diego,8812 S Commercial Ave,yes,60617,Chicago,,IL,USA,https://www.facebook.com/ccjd1994/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
152,Centro de Trabajadores Unidos,10638 S Ewing Ave,yes,60617,Chicago,,IL,USA,www.centrodetrabajadoresunidos.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.5356593,41.7015583,Steve Ediger,SE,2020-12-26
153,Changing Worlds,"329 W. 18th Street, Suite 506",yes,60616,Chicago,,IL,USA,changingworlds.org,,,,,(312) 421-8040,yes,Social Workshop,yes,address,both,local,,,,,,,-87.63657764,41.85765707,Shareable Map,SE,2020-12-26
154,Chaos Brew Club,2417 W. Hubbard,yes,60612,Chicago,,IL,USA,https://www.chaosbrewclub.net/,,,,,,,Cooperative,yes,address,both,local,,,,,,,-87.6874271,41.8892726,SEWG,DC,2020-12-26
155,Charm Cooperative,2947 N Wisner,yes,60618,Chicago,Cook,IL,USA,http://charm.coop,,,charmcooperative@gmail.com,yes,,,Workers Collective,check,,directory,local,,,,,,,-87.712992,41.934383,dotcoop,SE,2020-12-26
156,Chatham Park South Coop,660 e 85th,yes,60619,Chicago,,IL,USA,http://chathamparkvillagecoop.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6069759,41.7403397,SEWG,DC,2020-12-26
157,Chatham Park Village Coop Apts,737 e 83rd pl,yes,60619,Chicago,,IL,USA,http://chathamparkvillagecoop.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6078859,41.7427009,SEWG,DC,2020-12-26
158,Chicago Area Office Federal Credit Union,600 W Madison St,yes,60661,Chicago,,IL,USA,http://www.chicagoareafcu.org/,,,,,(312)575-5600,yes,Credit Union,yes,address,both,local,,,,,,,-87.64267453,41.88192786,creditunionaccess.com,eaz,2020-12-26
159,Chicago Avenue Garage Federal Credit Union,4909 W Division St Suite 403,yes,60651,Chicago,,IL,USA,http://creditunionaccess.com/cu02495.htm,,,,,(773)626-1100,yes,Credit Union,yes,address,both,local,,,,,,,-87.74862967,41.90223439,creditunionaccess.com,SE,2020-12-26
160,Chicago Bee Branch Library,3647 S. State Street,yes,60609,Chicago,,IL,USA,http://www.chipublib.org/locations/29,,,,,,,Library,yes,address,both,local,,,,,,,-87.62640956,41.82838169,data.cityofchicago.org,SE,2020-12-26
161,Chicago Childcare Collective,,,,Chicago,,IL,USA,http://www.chichico.org/,,,,,,,Workers Collective,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
162,Chicago Community & Workers' Rights,2801 S Hamlin Ave,yes,60623,Chicago,,IL,USA,https://chicagoworkersrights.org/about/collaborations/,,,,,,,Union,yes,address,both,local,,,,,,,-87.7192187,41.8404936,SEWG,DC,2020-12-26
163,Chicago Community Gardens Alliance,"445 North Sacramento Blvd, Suite 204",yes,60612,Chicago,,IL,USA,http://chicagocommunitygardens.org/contact-us/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7008823,41.8895641,SEWG,DC,2020-12-26
164,Chicago Community Loan Fund,29 E Madison St # 1700,yes,60602,Chicago,,IL,USA,cclfchicago.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62707044,41.88197993,Shareable Map,SE,2020-12-26
165,Chicago Community Trust,"225 North Michigan Avenue, #2200",yes,60601,Chicago,,IL,USA,https://www.cct.org/,,,,,,,social Workshop,yes,address,both,local,,,,,,,-87.6237553,41.8865015,SEWG,DC,2020-12-26
166,Chicago Conservation Corps,Suite 2200,yes,60602,Chicago,,IL,USA,http://chicagoconservationcorps.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.63246913,41.88258055,Accelerate77,SE,2020-12-26
167,Chicago FarmWorks,407-419 N Kedzie,yes,60612,Chicago,,IL,USA,https://www.heartlandalliance.org/program/chicago-farmworks-transitional-jobs/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.705694,41.888547,SEWG,DC,2020-12-26
168,Chicago Fire Officers Association Credit Union,10231 S Western Ave Fl 2,yes,60643,Chicago,,IL,USA,http://www.cfoacu.org/,,,,,(773)445-1700,yes,Credit Union,yes,address,both,local,,,,,,,-87.6815689,41.70764016,creditunionaccess.com,SE,2020-12-26
169,Chicago Firefighters Credit Union,6230 S Central Ave,yes,60638,Chicago,,IL,USA,http://chicagofirefighterscu.com/,,,,,(773)581-5253,yes,Credit Union,yes,address,both,local,,,,,,,-87.76184662,41.77905913,creditunionaccess.com,SE,2020-12-26
170,Chicago Firemans Association Credit Union,2453 S Archer Ave,yes,60616,Chicago,,IL,USA,http://chicagofiremansacu.org/,,,,,(312)791-0834,yes,Credit Union,yes,address,both,local,,,,,,,-87.64450646,41.84805786,creditunionaccess.com,SE,2020-12-26
171,CHICAGO FOOD COOP,,,,Chicago,,IL,USA,http://www.chicagofoodcoop.org,,,,,,,Food Cooperative,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
173,Chicago Food Policy Action Council,1 N State St STE 1500,yes,60602,Chicago,,IL,USA,https://www.chicagofoodpolicy.com,,,,,(773) 354-2091,yes,Social Workshop,yes,address,both,local,,,,,,,,,Steve Ediger,SE,2020-12-26
172,Chicago Food Policy Action Council,"1 N State St, Ste 1500",yes,60602,Chicago,,IL,USA,https://www.chicagofoodpolicy.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6284923,41.8828365,SEWG,DC,2020-12-26
174,Chicago Freedom School,719 S. State Street,yes,60605,Chicago,,IL,USA,http://chicagofreedomschool.org/,,,,,,,School,yes,address,both,local,,,,,,,-87.62738203,41.87252443,Shareable Map,SE,2020-12-26
175,Chicago Gateway Green,"1000 N Milwaukee Ave, #302",yes,60642,Chicago,,IL,USA,http://www.gatewaygreen.org/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66102087,41.89976038,Accelerate77,SE,2020-12-26
176,CHICAGO GLASS COLLECTIVE,1770 W BERTEAU AVE # 203,yes,60613,Chicago,,IL,USA,https://www.chicagoglasscollective.com/,,,,,216-543-2329,yes,Workers Collective,yes,address,both,local,,,,,,,-87.6734081,41.9580976,SEWG,DC,2020-12-26
177,CHICAGO GRASS ROOTS CRICULUM,4554 N BROADWAY ST #326,yes,60640,Chicago,,IL,USA,http://grassrootscurriculum.org,,,,,773.387.1844,yes,Credit Union,yes,address,both,local,,,,,,,-87.6572959,41.9646577,SEWG,DC,2020-12-26
178,Chicago Honey Co-op,2000 W Carroll Ave,yes,60612,Chicago,,IL,USA,chicagohoneycoop.com,,,,,(312) 243-9735 ,yes,Food Cooperative,yes,address,both,local,,,,,,,-87.67683086,41.88776579,Shareable Map,SE,2021-02-18
179,Chicago Honey Cooperative,1800 N. Clark St.,yes,60614,Chicago,,IL,USA,http://www.chicagohoneycoop.com/contact/,,,,,,,Food Cooperative,yes,address,both,local,,,,,,,-87.63398077,41.9148328,Steve Ediger,SE,2020-12-26
180,Chicago Instructional Tech,1608 N Milwaukee Ave # 703,yes,60647,Chicago,,IL,USA,http://voqal.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.67778126,41.91047657,Shareable Map,SE,2020-12-26
181,Chicago Justice Project,35 E Wacker Dr,yes,60601,Chicago,,IL,USA,http://chicagojustice.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62622741,41.88673096,Shareable Map,SE,2020-12-26
182,Chicago Lawn Branch Library,6120 S. Kedzie Avenue,yes,60629,Chicago,,IL,USA,http://www.chipublib.org/locations/19,,,,,,,Library,yes,address,both,local,,,,,,,-87.7033115,41.78196339,data.cityofchicago.org,SE,2020-12-26
183,Chicago Lights,444 W. Chicago Ave,yes,60610,Chicago,,IL,USA,https://www.chicagolights.org/our-programs/urban-farm/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.6414958,41.89658327,Accelerate77,SE,2020-12-26
184,Chicago Market - A Community Co-op,4620 North Broadway,yes,60640,Chicago,,IL,USA,"http://www.chicagomarket.coop/,http://chicago.coop",,,,,312-493-9572,no,Food Cooperative,yes,address,both,local,,,,,,,-87.6582693,41.965912,Steve Ediger,SE,2020-12-26
185,Chicago Municipal Employees Credit Union,18 S Michigan Ave Suite 1000,yes,60603,Chicago,,IL,USA,http://www.cmecuonline.org/,,,,,(312)236-2326,yes,Credit Union,yes,address,both,local,,,,,,,-87.6243817,41.88189519,creditunionaccess.com,SE,2020-12-26
186,CHICAGO MUNICIPAL EMPLOYEES CU,18 S MICHIGAN,yes,60603,Chicago,,IL,USA,http://www.cmecuonline.org/,,,,,312 236-2326,yes,Credit Union,yes,address,both,local,,,,,,,-87.625001,41.8814882,SEWG,DC,2020-12-26
187,CHICAGO MUTUAL INSURANCE,300 S WACKER DR # 1250,yes,60606,Chicago,,IL,USA,https://www.libertymutual.com/insurance-office-chicago-il,,,,,(312) 347-1200,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6369152,41.8780652,SEWG,DC,2020-12-26
188,Chicago Nettelhorst French Market,3252 N. Broadway,yes,60657,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.654198,41.940734,City of Chicago Farmers Markets,SE,2020-12-26
189,Chicago Patchwork Gardens,2805 W. Chicago Ave,yes,60612,Chicago,,Il,USA,http://chicagopatchworkfarms.com/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.69688301,41.89556397,Accelerate77,SE,2020-12-26
190,Chicago Patrolmens Federal Credit Union,1407 W Washington Blvd,yes,60607,Chicago,,IL,USA,www.cpdfcu.com,,,,,(312)726-8814,yes,Credit Union,yes,address,both,local,,,,,,,-87.6625745,41.88280433,creditunionaccess.com,SE,2020-12-26
191,Chicago Podcast Cooperative,1917 N Elston Ave,yes,60642,Chicago,,IL,USA,http://chicagopodcastcoop.com,,,,,,,Cooperative,yes,address,both,local,,,,,,,-87.6665142,41.9170945,SEWG,DC,2020-12-26
192,Chicago Post Office Employees Credit Union,10025 S Western Ave,yes,60643,Chicago,,IL,USA,http://cpoecu.com/,,,,,(773)881-2500,yes,Credit Union,yes,address,both,local,,,,,,,-87.68168141,41.71141454,creditunionaccess.com,eaz,2020-12-26
193,Chicago Public Radio,848 E Grand Ave,yes,60611,Chicago,,IL,USA,http://wbez.org‎,,,,,,,media,yes,address,both,local,,,,,,,-87.61400807,41.89199904,Shareable Map,SE,2020-12-26
194,Chicago Rarities Orchard Project (CROP),2596 N Milwaukee Ave,yes,60647,Chicago,,IL,USA,http://www.chicagorarities.org/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.70574455,41.92794874,Accelerate77,SE,2020-12-26
195,Chicago Recycling Coalition,2430 N Cannon Dr,yes,60614,Chicago,,IL,USA,www.chicagorecycling.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.63733058,41.93120192,Accelerate77,SE,2020-12-26
196,Chicago Rehab Network,140 S Dearborn St #1420,yes,60603,Chicago,,IL,USA,chicagorehab.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62944927,41.87996739,Shareable Map,SE,2020-12-26
197,Chicago Sustainable Manufacturing Center,1048 W. 37th St.,yes,60609,Chicago,,IL,USA,www.bubblydynamics.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.65475787,41.82707396,Accelerate77,SE,2020-12-26
198,Chicago Time Exchange,3509 S King Dr,yes,60653,Chicago,,IL,USA,www.chicagotimeexchange.com,,,,,,,Talent and Time Barter,yes,address,both,local,,,,,,,-87.61677666,41.8301461,Shareable Map,SE,2020-12-26
199,Chicago Urban Art Retreat Center,1957 S. Spaulding Ave.,yes,60623,Chicago,,IL,USA,www.urbanartretreat.com,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.70766747,41.85406702,Accelerate77,SE,2020-12-26
200,Chicago Volunter Doulas,P.O.Box 5851,yes,60680,Chicago,,IL,USA,https://www.chicagovolunteerdoulas.org,,,,,,,Workers Collective,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
201,Chicago Wilderness Corporate Council,"8 South Michigan Avenue, #2101",yes,60603,Chicago,,IL,USA,www.chicagowilderness.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.62438428,41.88202857,Accelerate77,SE,2020-12-26
202,Chicago Wisdom Project,5655 S. University Avenue,yes,60637,Chicago,,IL,USA,http://chicagowisdomproject.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.59800623,41.79224841,Accelerate77,SE,2020-12-26
203,Chicago Zine Fest,1104 S Wabash Ave,yes,60605,Chicago,,IL,USA,http://chicagozinefest.org,,,,,,,media,yes,address,both,local,,,,,,,-87.62596305,41.86921062,Shareable Map,SE,2020-12-26
204,ChiCommons Cooperative,2619 E 76th,yes,60649,Chicago,,IL,USA,http://chicommons.coop,,,,,,,Cooperative,yes,address,both,local,,,,,,,-87.5606783,41.7570478,Steve Ediger,SE,2020-12-26
205,ChiFresh Kitchen,135 N. Kedzie Ave,yes,60612,Chicago,,IL,USA,https://www.chifreshkitchen.com/,,,,,(312) 620-7564,yes,Workers Collective,yes,address,both,local,,,,,,,,,Steve Ediger,SE,2020-12-26
