name,address,postal code,city1,st,city,Country,type,check,website,Link to Contact Data,Opening Hours (Url when available),Tags (seperate by comma),Short description English,Short description local language,Image Filename/Link,Image License,Image Credit,Email-Address,is Mail public,Telephone Number,Phone public,GeocodeQualityType,lon,lat,Source,Completed by,organic,fair-trade,regional,category-tag1,category-tag2,category-tag3
Hesed Community,,,Chicago,IL,"Chicago, IL",USA,Housing Coop,check,http://hesedcommunity.com/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
LaFollette Park Farmers Market *,1333 N. Laramie Ave.,60651,Chicago,IL,"Chicago, IL 60651",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.75573978,41.90465943,City of Chicago Farmers Markets,SE,,,,,,
Hesed Community Cooperative,2241 S Marshall Blvd Chicago,60623,Chicago,IL,"Chicago, IL 60623",USA,Housing Coop,yes,http://hesedcommunity.com/,,,,,,,,,,,,,,-87.69897756,41.85111012,Fellowship of Intentional Communities,SE,,,,,,
LaPointe Park,4741 N Manor Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7024724,41.9678145,SEWG,DC,,,,,,
Lakeside Community Development Corporation,1652 W. Wallen Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,http://lakesidecdc.org/,,,,,,,,,,,,,,-87.67237941,42.00269652,Accelerate77,SE,,,,,,
Lakeview Pantry,3945 N Broadway,60613,Chicago,IL,"Chicago, IL 60613",USA,food bank,yes,http://www.lakeviewpantry.org/,,,,,,,,,,,,,,-87.64979753,41.95358347,Accelerate77,SE,,,,,,
Las Artelitas,,,Chicago,IL,"Chicago, IL",USA,social Workshop,check,https://www.facebook.com/pg/Lasartelitas,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Las Semillas de Justicia Garden,2727 S. Troy,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,https://semillasdejusticia.weebly.com/,,,,,,,,,,,,,,-87.703394,41.841644,SEWG,DC,,,,,,
Las Visionarias Cooperative,,,Chicago,IL,"Chicago, IL",USA,cooperative,check,https://www.facebook.com/visionariascoop/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Latino Organization of the Southwest,4051 S. 63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Social Workshop,yes,http://latinoorganizationofthesouthwest.blogspot.com/,,,,,,,,,,,,,,-87.72434493,41.77854683,Accelerate77,SE,,,,,,
Latino Union of Chicago,3416 W Bryn Mawr Ave,60659,Chicago,IL,"Chicago, IL 60659",USA,union,yes,latinounion.org,,,,,,,,,,,,,,-87.71445184,41.98308578,Shareable Map,SE,,,,,,
Lawndale Chicago Botanic Garden’s Windy City Harvest Market,3750 W. Ogden Ave.,60623,Chicago,IL,"Chicago, IL 60623",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.71904871,41.85326573,City of Chicago Farmers Markets,SE,,,,,,
Lawndale Heritage Garden,1509 S Lawndale Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/lawndale-heritage-garden/,,,,,,,,,,,,,,-87.71760221,41.86062151,Neighborspace,SE,,,,,,
LEE MUTUAL ACCOUNTING,3530 W PETERSON AVE # 202,60659,Chicago,IL,"Chicago, IL 60659",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 539-1236,,,-87.7178206,41.9904948,SEWG,DC,,,,,,
Lawndale Triangle Garden,4226-36 W. Ogden Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,https://www.facebook.com/LawndaleTriangleGarden/,,,,,,,,,,,,,,-87.730571,41.849288,SEWG,DC,,,,,,
LIBERTY MUTUAL,222 S RIVERSIDE PLZ # 1580,,Chicago,IL,"Chicago, IL",USA,,no,https://www.libertymutual.com/,,,,,,,,,,,(312) 454-9400,,,-87.6387652,41.8786309,SEWG,DC,,,,,,
LIGHTWEAVERS,6033 S COTTAGE GROVE AVE # 708,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,773.667.3439 (Number has been disconnected),,,-87.6059079,41.7849776,SEWG,DC,,,,,,
LIMITS DEPOT FEDERAL CU,3369 W LAWRENCE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.7126893,41.9684991,SEWG,DC,,,,,,
LeClaire Community Garden,415 N LeClaire Ave,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2012/06/23/leclaire-community-garden/,,,,,,,,,,,,,,-87.75281237,41.88806341,Neighborspace,SE,,,,,,
Legler Branch Library,115 S. Pulaski Road,60624,Chicago,IL,"Chicago, IL 60624",USA,Library,yes,http://www.chipublib.org/locations/47,,,,,,,,,,,,,,-87.72552839,41.87921685,data.cityofchicago.org,SE,,,,,,
Lincoln Belmont Branch Library,1659 W. Melrose Street,60657,Chicago,IL,"Chicago, IL 60657",USA,Library,yes,http://www.chipublib.org/locations/68,,,,,,,,,,,,,,-87.6705672,41.9404907,data.cityofchicago.org,SE,,,,,,
Lincoln Central Association,2216 N. Lincoln Avenue,60614,Chicago,IL,"Chicago, IL 60614",USA,Association Office,yes,www.lincolncentral.org,,,,,,,,,,,,,,-87.6443457,41.92217742,Accelerate77,SE,,,,,,
Lincoln Park Branch Library,1150 W. Fullerton Avenue,60614,Chicago,IL,"Chicago, IL 60614",USA,Library,yes,http://www.chipublib.org/locations/48,,,,,,,,,,,,,,-87.65762841,41.9253944,data.cityofchicago.org,SE,,,,,,
Lincoln Park Co-Op Nursery,1753 N Fern Ct,60614,Chicago,IL,"Chicago, IL 60614",USA,School,yes,lincolnparkcoop.org,,,,,,,,,,,,,,-87.63930961,41.91410664,Shareable Map,SE,,,,,,
Lincoln Park Conservancy,2000 N. Racine #4800,60614,Chicago,IL,"Chicago, IL 60614",USA,Association Office,yes,www.LincolnParkConservancy.org,,,,,,,,,,,,,,-87.653367,41.923621,Accelerate77,SE,,,,,,
Lincoln Park Farmers Market *,Armitage Ave. & Orchard St.,60614,Chicago,IL,"Chicago, IL 60614",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.653367,41.923621,City of Chicago Farmers Markets,SE,,,,,,
Lincoln Square Area Weekday Helpers,,60625,Chicago,IL,"Chicago, IL 60625",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60625/1460/lincoln-square-area-weekday-helpers/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Lincoln Square Community Garden,4811 N. Western Ave.,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,https://www.facebook.com/Lincoln-Square-Community-Garden-233047780045542/,,,,,,,,,,,,,,-87.68881702,41.96866039,Neighborspace,SE,,,,,,
LINK UNLIMITED,2221 S STATE ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 225-5465 (# disconnected),,,-87.6267362,41.8520138,SEWG,DC,,,,,,
Lincoln Square Evening Farmers Market,2301 W. Leland Ave.,60615,Chicago,IL,"Chicago, IL 60615",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.6874513,41.96671831,City of Chicago Farmers Markets,SE,,,,,,
Lincoln Square Mamas Babysitting Exchange,,60625,Chicago,IL,"Chicago, IL 60625",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60625/937/lincoln-square-mamas-babysitting-exchange/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Links Hall,3111 N Western Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Arts Centre,yes,http://www.linkshall.org/,,,,,,,,,,,,,,-87.68805129,41.93782796,Shareable Map,SE,,,,,,
Lion's Garden,3301 W Beach Ave,60651,Chiago,IL,"Chiago, IL 60651",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/lions-garden/,,,,,,,,,,,,,,-87.70939123,41.9072598,Neighborspace,SE,,,,,,
Literacenter,"641 W Lake St, #200",60661,Chicago,IL,"Chicago, IL 60661",USA,Social Workshop,yes,http://chicagoliteracyalliance.org/,,,,,,,,,,,,,,-87.64440757,41.88560624,Steve Ediger,SE,,,,,,
Little Black Pearl,1060 E. 47th St.,60653,Chicago,IL,"Chicago, IL 60653",USA,Arts Centre,yes,blackpearl.org,,,,,,,,,,,,,,-87.60021296,41.8096933,Accelerate77,SE,,,,,,
Little Village Branch Library,2311 S. Kedzie Avenue,60623,Chicago,IL,"Chicago, IL 60623",USA,Library,yes,http://www.chipublib.org/locations/51,,,,,,,,,,,,,,-87.70510341,41.84976148,data.cityofchicago.org,SE,,,,,,
Little Village Community Council,3610 W 26th St,60623,Chicago,IL,"Chicago, IL 60623",USA,Association Office,yes,https://www.facebook.com/Little-Village-Community-Council-119347054782470/,,,,,,,,,,,,,,-87.71528329,41.84446757,Accelerate77,SE,,,,,,
Little Village Environmental,2856 S Millard Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Center,yes,lvejo.org,,,,,,,,,,,,,,-87.71598767,41.84017979,Shareable Map,SE,,,,,,
JACKSON SHORE CO-OP,5490 S SHORE DR,,Chicago,IL,"Chicago, IL",USA,Housing Coop,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.5811785,41.7954642,SEWG,DC,,,,,,
Jesus People USA,920 W. Wilson,60640,Chicago,IL,"Chicago, IL 60640",USA,Housing Coop,check,https://www.facebook.com/jesuspeople?fref=ts&rf=115489581799871,,,,,,,,,,,,,,-87.65290103,41.96554764,Fellowship of Intentional Communities,SE,,,,,,
Living La Fiesta Catering,,,Chicago,IL,"Chicago, IL",USA,cooperative,check,https://www.facebook.com/Living-La-Fiesta-Catering-Co-op-375230956234555/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Logan Square Branch Library,3030 West Fullerton,60647,Chicago,IL,"Chicago, IL 60647",USA,Library,yes,http://www.chipublib.org/locations/49/,,,,,,,,,,,,,,-87.70333502,41.92484331,Accelerate77,SE,,,,,,
Logan Square Farmers Market,3107 W. Logan Blvd.,60647,Chicago,IL,"Chicago, IL 60647",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.70516104,41.92813703,City of Chicago Farmers Markets,SE,,,,,,
Logan Square Neighborhood Association,2840 N Milwaukee Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Association Office,yes,lsna.net,,,,,,,,,,,,,,-87.71370095,41.93280377,Shareable Map,SE,,,,,,
Jesus People USA,920 West Wilson Avenue,60640,Chicago,Il,"Chicago, Il 60640",USA,Housing Coop,check,www.jpusa.org,,,,,,,,,,,,,,-87.65290103,41.96554764,Accelerate77,SE,,,,,,
Logan Square Parents Babysitting Coop,,60647,Chicago,IL,"Chicago, IL 60647",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60647/1237/logan-square-parents-babysitting-co-op/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Logan Square Parents Unite,,60647,Chicago,IL,"Chicago, IL 60647",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60647/926/logan-square-parents-unite/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Loud Grade Produce Squad,4650 N Clarendon Ave,60640,Chicago,Il,"Chicago, Il 60640",USA,Community Garden,yes,www.loudgradeproducesquad.org,,,,,,,,,,,,,,-87.65013944,41.96671198,Neighborspace,SE,,,,,,
Loyola Dunes Habitat Restoration,1132 W. Lunt Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Association Office,yes,http://loyoladunesrestoration.wordpress.com/,,,,,,,,,,,,,,-87.66090935,42.00929205,Accelerate77,SE,,,,,,
Kenmore Plaza,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Loyola Farmers Market,1200 W. Loyola Ave.,60626,Chicago,IL,"Chicago, IL 60626",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66175909,42.0015049,City of Chicago Farmers Markets,SE,,,,,,
Lozano Branch Library,1805 S. Loomis Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Library,yes,http://www.chipublib.org/locations/62,,,,,,,,,,,,,,-87.66122728,41.85781371,data.cityofchicago.org,SE,,,,,,
M.W.P.H. Grand Lodge of Illinois Federal Credit Union,809 E 42nd Pl,60653,Chicago,IL,"Chicago, IL 60653",USA,Credit Union,yes,http://creditunionaccess.com/cu24123.htm,,,,,,,,,,,(773)538-1488,,,-87.60636452,41.8178593,creditunionaccess.com,SE,,,,,,
Major Taylor Trail,2172 W 83rd St,60620,Chicago,IL,"Chicago, IL 60620",USA,Open Space,yes,www.majortaylortrail.org,,,,,,,,,,,,,,-87.67732461,41.74297705,Accelerate77,SE,,,,,,
MAKE!Chicago,1048 W. 37th St.,60609,Chicago,IL,"Chicago, IL 60609",USA,Hackerspace,yes,http://www.make-chicago.com/,,,,,,,,,,,,,,-87.65475787,41.82707396,Steve Ediger,SE,,,,,,
Manning Branch Library,6 S. Hoyne Avenue,60612,Chicago,IL,"Chicago, IL 60612",USA,Library,yes,http://www.chipublib.org/locations/55,,,,,,,,,,,,,,-87.67917611,41.88117947,data.cityofchicago.org,SE,,,,,,
MASS MUTUAL FINANCIAL GROUP,1 N FRANKLIN ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 984-1000,,,-87.6350643,41.8822768,SEWG,DC,,,,,,
Margate Park Block Club,905 W. Margate Terrace #2W,60640,Chicago,IL,"Chicago, IL 60640",USA,Association Office,yes,https://www.facebook.com/Margate-Park-Block-Club-173144299413921/,,,,,,,,,,,,,,-87.65286429,41.97236288,Accelerate77,SE,,,,,,
Maroon Financial Credit Union,5525c S Ellis Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Credit Union,yes,https://www.maroonfinancial.org/home.htm,,,,,,,,,,,(773)702-7179,,,-87.60137616,41.79458091,creditunionaccess.com,SE,,,,,,
McKinley Library Park,3518-28 S Wolcott Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6730131,41.8298446,SEWG,DC,,,,,,
Maya Essence,4357 N. Lincoln Ave.,60618,Chicago,IL,"Chicago, IL 60618",USA,Cooperative,yes,www.mayaessence.com,,,,,,,,,,,,,,-87.68335419,41.96086007,Accelerate77,SE,,,,,,
Mech Creations,231 N Pine,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7629566,41.8853738,SEWG,DC,,,,,,
Mayfair Branch Library,4400 W. Lawrence Avenue,60630,Chicago,IL,"Chicago, IL 60630",USA,Library,yes,http://www.chipublib.org/locations/52,,,,,,,,,,,,,,-87.73792488,41.96822377,data.cityofchicago.org,SE,,,,,,
McKinley Park Branch Library,1915 W. 35th Street,60609,Chicago,IL,"Chicago, IL 60609",USA,Library,yes,http://www.chipublib.org/locations/50,,,,,,,,,,,,,,-87.67345004,41.83032047,data.cityofchicago.org,SE,,,,,,
Merchant Park Community Garden,3522 Keeler Ave,60641,Chicago,IL,"Chicago, IL 60641",USA,Community Garden,yes,https://www.facebook.com/MPCGarden/,,,,,,,,,,,,,,-87.73228255,41.94559287,Neighborspace,SE,,,,,,
Mercy Housing,"120 S La Salle St, Chicago",60603,Chicago,IL,"Chicago, IL 60603",USA,assisted living place,yes,mercyhousing.org,,,,,,,,,,,,,,-87.63239987,41.88002943,Shareable Map,SE,,,,,,
Mercy Housing Youth Garden,4912 W Quincy St,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2012/07/17/mercy-housing-youth-garden/,,,,,,,,,,,,,,-87.74767742,41.87775042,Neighborspace,SE,,,,,,
Merlo Branch Library,644 W. Belmont Avenue,60657,Chicago,IL,"Chicago, IL 60657",USA,Library,yes,http://www.chipublib.org/locations/46,,,,,,,,,,,,,,-87.64558219,41.94011118,data.cityofchicago.org,SE,,,,,,
Mexico US Solidarity Network,3460 West Lawrence Avenue,60625,Chicago,IL,"Chicago, IL 60625",USA,Social Workshop,yes,mexicosolidarity.org,,,,,,,,,,,,,,-87.71512817,41.9684728,Shareable Map,SE,,,,,,
Midway Garden Society,6423 W. 63rd Place,60638,Chicago,IL,"Chicago, IL 60638",USA,Community Garden,yes,http://www.midwaygardensociety.magix.net/public/,,,,,,,,,,,,,,-87.78178416,41.77667847,Accelerate77,SE,,,,,,
Millennium Neighborhoods Garden & Fillmore Apiary,3740 W. Fillmore St.,60624,Chicago,IL,"Chicago, IL 60624",USA,Community Garden,yes,https://communitygarden.org/find-a-garden/gardens/the-millennium-neighborhood-garden/,,,,,,,,,,,,,,-87.71838525,41.86816551,Accelerate77,SE,,,,,,
MML INVESTORS SVC,300 S WACKER DR # 2000,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6369152,41.8780652,SEWG,DC,,,,,,
Mindful Living Community Garden,3323 N. Drake Ave.,60618,Chicago,Il,"Chicago, Il 60618",USA,Community Garden,yes,https://www.facebook.com/Mindful-Living-57267667117/,,,,,,,,,,,,,,-87.71615737,41.94149869,Accelerate77,SE,,,,,,
MKP CHICAGO,1900 W FULTON ST,60612,Chicago,IL,"Chicago, IL 60612",USA,Social Workshop,yes,http://chicago.mkp.org/,,,,,,,,,,,(312) 243-6743 (# does not work),,,-87.6746408,41.8870753,SEWG,DC,,,,,,
Moms of Beverly Babysitting Coop,,60643,Chicago,IL,"Chicago, IL 60643",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60643/454/moms-of-beverly-babysitting-coop/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Montrose Metra Community Gardens,4200-4400 N Ravenswood Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6743307,41.956303,SEWG,DC,,,,,,
Morganway Community Garden,7844 S Morgan St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6492449,41.751046,SEWG,DC,,,,,,
Monarch Community Garden,1050 N California Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/Monarch-Community-Garden-208194039212493/,,,,,,,,,,,,,,-87.6969138,41.9006042,Shareable Map,SE,,,,,,
Koinonia House,6925 N Ashland,60626,Chicago,IL,"Chicago, IL 60626",USA,Housing Coop,yes,https://www.facebook.com/Koinonia-House-216208748407449/,,,,,,,,,,,,,,-87.6699279,42.00743033,Fellowship of Intentional Communities,SE,,,,,,
Monticello Community Garden,2227 N. Monticello Avenue,60647,Chicago,Il,"Chicago, Il 60647",USA,Community Garden,yes,https://www.facebook.com/monticellogarden,,,,,,,,,,,,,,-87.71803535,41.92158204,Accelerate77,SE,,,,,,
Morse School Bird Habitat,613-15 N Sawyer Ave,60624,Chicago,IL,"Chicago, IL 60624",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/morse-school-bird-habitat/,,,,,,,,,,,,,,-87.723846,41.877445,Neighborspace,SE,,,,,,
Mount Greenwood Branch Library,11010 S. Kedzie Avenue,60655,Chicago,IL,"Chicago, IL 60655",USA,Library,yes,http://www.chipublib.org/locations/54,,,,,,,,,,,,,,-87.70097417,41.69319906,data.cityofchicago.org,SE,,,,,,
Mount Greenwood Garden Club,3442 W. 108th St..,60655,Chicago,IL,"Chicago, IL 60655",USA,Community Garden,yes,https://www.facebook.com/mtgreenwood.gardenclub,,,,,,,,,,,,,,-87.70738914,41.69703349,Accelerate77,SE,,,,,,
Mozart’s Community Garden,Mozart and Walton,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,http://neighbor-space.org/2013/06/06/mozarts-community-garden/,,,,,,,,,,,,,,-87.67088,41.897111,Neighborspace,SE,,,,,,
Multikulti,1000 N Milwaukee Ave,60642,Chicago,IL,"Chicago, IL 60642",USA,Arts Centre,yes,mkchi.org,,,,,,,,,,,,,,-87.66102087,41.89976038,Shareable Map,SE,,,,,,
Mwrd Employees Credit Union,100 E Erie St,60611,Chicago,IL,"Chicago, IL 60611",USA,Credit Union,yes,http://creditunionaccess.com/cu65843.htm,,,,,,,,,,,(312)751-3111,,,-87.62541622,41.89420792,creditunionaccess.com,SE,,,,,,
National Immigrant Justice Center,"208 S. LaSalle St., Suite 1300",60604,Chicago,IL,"Chicago, IL 60604",USA,Social Workshop,yes,immigrantjustice.org,,,,,,,,,,,,,,-87.63237426,41.87913914,Shareable Map,SE,,,,,,
NATIONWIDE ADJUSTERS,105 W MADISON ST # 23,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6312282,41.8818297,SEWG,DC,,,,,,
NATIONWIDE FINANCIAL SVC,8912 S COMMERCIAL AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.5515069,41.733253,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,1024 N WESTERN AVE # 102,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6873022,41.9001693,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,1024 W FRY #102,,Chicago,IL,"Chicago, IL",USA,,no,https://www.abegtinsurance.com/,,,,,,,,,,,(312) 738-1384,,,-87.6530157,41.8975437,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,1024 W FRY ST # 102,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,312-733-5400,,,-87.6530157,41.8975437,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,135 S LA SALLE ST # 2950,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6317882,41.8797853,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,525 W HAWTHORNE PL,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.642142,41.944427,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,7823 S WESTERN AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6824788,41.7512126,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,7908 S HALSTED ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.644316,41.7498755,SEWG,DC,,,,,,
NATIONWIDE INSURANCE,8613 S ASHLAND AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6628524,41.7371547,SEWG,DC,,,,,,
NATIONWIDE MUTUAL INSURANCE,135 S LA SALLE ST # 2950,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6317882,41.8797853,SEWG,DC,,,,,,
NATIONWIDE RETIREMENT SLTNS,205 W RANDOLPH ST # 1540,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 443-1975,,,-87.6341776,41.8839255,SEWG,DC,,,,,,
National Museum of Mexican Art,1852 W. 19th St,60608,Chicago,IL,"Chicago, IL 60608",USA,museum,yes,http://www.nationalmuseumofmexicanart.org/,,,,,,,,,,,,,,-87.67234738,41.85597446,Accelerate77,SE,,,,,,
National Public Housing Museum,625 N Kingsbury,60654,Chicago,IL,"Chicago, IL 60654",USA,Museum,yes,https://www.nphm.org,,,,,,,,,,,,,,-87.6407312,41.8928203,SEWG,DC,,,,,,
Near North Branch Library,310 W. Division Street,60610,Chicago,IL,"Chicago, IL 60610",USA,Library,yes,http://www.chipublib.org/locations/60,,,,,,,,,,,,,,-87.63676077,41.9039084,data.cityofchicago.org,SE,,,,,,
Lafayette Plaza Housing Cooperative,50 w 71st,60621,Chicago,IL,"Chicago, IL 60621",USA,Housing Coop,yes,https://www.facebook.com/pages/Lafayette-Plaza-Housing-Co-Op/162466630449253,,,,,,,,,,,,,,-87.6271603,41.7657266,SEWG,DC,,,,,,
LAKE EDGE CO-OP,3017 E 78TH ST,,Chicago,IL,"Chicago, IL",USA,Housing Coop,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 374-2718,,,-87.5506525,41.7553647,SEWG,DC,,,,,,
Near Northwest Arts Council (NNWAC),2418 W Bloomingdale Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Arts Centre,yes,www.nnwac.org/,,,,,,,,,,,,,,-87.68796193,41.91407574,Accelerate77,SE,,,,,,
Near South Planning Board,2600 S. Michigan Ave,60616,Chicago,IL,"Chicago, IL 60616",USA,Association Office,yes,http://thenearsouthplanningboard.org/,,,,,,,,,,,,,,-87.62372585,41.84563006,Accelerate77,SE,,,,,,
NeighborSpace,"445 N Sacramento Blvd, Suite 204",60612,Chicago,IL,"Chicago, IL 60612",USA,Community Garden,yes,http://neighbor-space.org/,,,,,,,,,,,,,,-87.7008823,41.8895641,SEWG,DC,,,,,,
New Era Doors & Windows,2600 W. 35th St. Suite 127,60632,Chicago,IL,"Chicago, IL 60632",USA,cooperative,yes,http://newerawindows.com,,,,,,,,,,,,,,-87.6906691,41.8308707,SEWG,DC,,,,,,
NEW LEADERS FOR NEW SCHOOLS,3423 W NORTH AVE,60647,Chicago,IL,"Chicago, IL 60647",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,"312.546.8246 (Chi), 646.792.1070 (NYC)",,,-87.712905,41.9098535,SEWG,DC,,,,,,
New Era Windows,2600 W. 35th St. Suite 127,60632,Chicago,IL,"Chicago, IL 60632",USA,Workers Collective,yes,http://www.newera.com,,,,,,,,,,,,,,-87.69439253,41.83018824,Steve Ediger,SE,,,,,,
Lakeview East Cooperative,707 W Waveland,60613,Chicago,IL,"Chicago, IL 60613",USA,Housing Coop,yes,https://lakevieweastco-op.com/,,,,,,,,,,,,,,-87.6469756,41.9493527,SEWG,DC,,,,,,
New Foundation of Hope,8146 S Kedzie Avenue,60652,Chicago,IL,"Chicago, IL 60652",USA,Social Workshop,yes,http://www.newfoundationofhope.org,,,,,,,,,,,,,,-87.70235853,41.7452914,Accelerate77,SE,,,,,,
Lakeview Towers Cooperative Assoiciation,4550 N Clarendon St,60604,Chicago,IL,"Chicago, IL 60604",USA,Housing Coop,yes,http://www.lakeviewtowerschicago.com/,,,,,,,,,,,,,,-87.650079,41.9656254,SEWG,DC,,,,,,
Next Space River North,"230 W Superior, 2F",60654,Chicago,IL,"Chicago, IL 60654",USA,Coworking Space,yes,http://nextspace.us/chicago/river-north/,,,,,,,,,,,,,,-87.636511,41.887141,Shareable Map,SE,,,,,,
