ID,name,address,zipcode,city,st,citystzip,country,type,Include,website,contact_fkey,hours,tags,desc_english,lang_other,desc_lang_other,image_fkey,image_licsense,image_credit,email,ismailpub,phone_private,phone_public,lon,lat,temp_lon,temp_lat,Source,Completed by,organic,fair-trade,coop,coop_type
108,Brickyard Garden,6115 S. Woodlawn Ave.,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Garden,yes,http://neighbor-space.org/2012/06/15/brickyard-garden/,,,,,,,,,,,,,,-87.5961914,41.78390191,#ERROR!,#ERROR!,Accelerate77,SE,,,,
109,Bridgeport Art Center,1200 W. 35th Street,60609,Chicago,IL,"Chicago, IL 60609",USA,Arts Centre,yes,http://bridgeportart.com/,,,,,,,,,,,,,,-87.65573916,41.83070988,#ERROR!,#ERROR!,Accelerate77,SE,,,,
110,Brighton Park Branch Library,4314 S. Archer Avenue,60632,Chicago,IL,"Chicago, IL 60632",USA,Library,yes,http://www.chipublib.org/locations/16,,,,,,,,,,,,,,-87.70260356,41.81520248,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
111,Brighton Park Neighborhood Council,4477 S. Archer Ave.,60632,Chicago,IL,"Chicago, IL 60632",USA,Association Office,yes,http://www.bpncchicago.org,,,,,,,,,,,,,,-87.7075367,41.81196339,#ERROR!,#ERROR!,Accelerate77,SE,,,,
112,Bronzeville Alliance Green Team,4510 S. Michigan Avenue,60653,Chicago,IL,"Chicago, IL 60653",USA,Social Workshop,yes,https://www.facebook.com/Bronzeville-Alliance-Green-Team-156842684376299/,,,,,,,,,,,,,,-87.62302217,41.81289357,#ERROR!,#ERROR!,Accelerate77,SE,,,,
113,Bronzeville Alliance Neighborhood Garden,4148-4156 South Calumet St,60653,Chicago,IL,"Chicago, IL 60653",USA,Credit Union,yes,https://www.facebook.com/BronzevilleCommunityGarden,,,,,,,,,,,,,,-87.6187282,41.8187215,#ERROR!,#ERROR!,SEWG,DC,,,,
114,Bronzeville Children's Museum,9301 S. Stony Island Ave,60617,Chicago,IL,"Chicago, IL 60617",USA,museum,yes,www.bronzevillechildrensmuseum.com,,,,,,,,,,,,,,-87.58532394,41.72598483,#ERROR!,#ERROR!,Accelerate77,SE,,,,
115,Bronzeville Community Garden,360 E. 51st St,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Garden,yes,https://www.facebook.com/BronzevilleCommunityGarden/,,,,,,,,,,,,,,-87.61749122,41.80217279,#ERROR!,#ERROR!,Accelerate77,SE,,,,
116,Bronzeville Community Market,4400 S. Cottage Grove Ave,60653,Chicago,IL,"Chicago, IL 60653",USA,Farmers Market,yes,http://www.localharvest.org/bronzeville-community-market-M1993,,,,,,,,,,,,,,-87.60677009,41.81498316,#ERROR!,#ERROR!,Accelerate77,SE,,,,
117,Bronzeville Community Market *,Martin Luther King Dr. & 26th St.,60616,Chicago,IL,"Chicago, IL 60616",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.626719,41.844775,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
118,Bronzeville Green,3757 S. Wabash Avenue,60653,Chicago,IL,"Chicago, IL 60653",USA,gardener,yes,http://www.trcwabash.org/bronzeville-green-organic-landscaping.html,,,,,,,,,,,,,,-87.62476668,41.82614039,#ERROR!,#ERROR!,Accelerate77,SE,,,,
119,BROTHERS HEALTH COLLECTIVE,2517 S ARCHER AVE,60608,Chicago,IL,"Chicago, IL 60608",USA,Credit Union,yes,https://www.facebook.com/BrothersHealthChicago/,,,,,,,,,,,,,(312) 808-1044,-87.6469756,41.8467267,#ERROR!,#ERROR!,SEWG,DC,,,,
120,Bucktown Community Garden,1724 N Wilmot Ave.,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6802411,41.9128877,,,SEWG,DC,,,,
121,Bucktown Community Organization,1658 N. Milwaukee Ave. #520,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,yes,http://www.bucktown.org/,,,,,,,,,,,,,,-87.67930655,41.91146275,#ERROR!,#ERROR!,Accelerate77,SE,,,,
122,Bucktown-Wicker Park Branch Library,1701 N. Milwaukee Avenue,60647,Chicago,IL,"Chicago, IL 60647",USA,Library,yes,http://www.chipublib.org/locations/138,,,,,,,,,,,,,,-87.68031899,41.91232998,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
123,Budlong Woods Branch Library,5630 N. Lincoln Ave.,60053,Chicago,IL,"Chicago, IL 60053",USA,Library,yes,http://www.chipublib.org/locations/137/,,,,,,,,,,,,,,-87.76836422,42.0343949,#ERROR!,#ERROR!,Accelerate77,SE,,,,
124,Burling Park,2931 N Burling Street,60657,Chicago,IL,"Chicago, IL 60657",USA,Community Garden,yes,https://www.facebook.com/Burling-Park-of-Lake-View-334146826628425/,,,,,,,,,,,,,,-87.6478209,41.935422,#ERROR!,#ERROR!,SEWG,DC,,,,
127,C T A F C Federal Credit Union,14 S Ashland Ave,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,http://creditunionaccess.com/cu18882.htm,,,,,,,,,,,,,(312)243-5190,-87.66688243,41.88111986,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
129,C.L.E.S.E. Garden,2953 W. Lawrence Ave,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,www.clese.org,,,,,,,,,,,,,,-87.70294783,41.96840908,#ERROR!,#ERROR!,Accelerate77,SE,,,,
130,CABALLEROS DE SAN JUAN CU,2359 N WASHTENAW AVE,60647,Chicago,IL,"Chicago, IL 60647",USA,Credit Union,yes,https://www.creditunion1.org,,,,,,,,,,,,,(773) 278-8660,-87.6954364,41.9245393,#ERROR!,#ERROR!,SEWG,DC,,,,
131,CafeChicago,3416 W. Bryn Mawr,60659,Chicago,IL,"Chicago, IL 60659",USA,Cooperative,yes,http://cafechicago.org/,,,,,,,,,,,,,,-87.71445184,41.98308578,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
132,Calumet Ecological Park Association,12932 S. Escanaba Avenue,60633,Chicago,IL,"Chicago, IL 60633",USA,Social Workshop,no,http://www.calumetstewardship.org/contact#.VxhPgpMrK34,,,,,,,,,,,,,,-87.55328804,41.66040232,,,Accelerate77,SE,,,,
133,Calumet Heights Community Association Garden,2642 E. 93rd St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.559201,41.726612,,,SEWG,DC,,,,
134,Calumet Stewardship Initiative,13300 S. Baltimore Ave,60633,Chicago,IL,"Chicago, IL 60633",USA,Social Workshop,no,www.calumetstewardshipinitiative.org/,,,,,,,,,,,,,,-87.54723906,41.65366923,,,Accelerate77,SE,,,,
135,Cambridge Manor Apartments,2631 S Indiana,60616,Chicago,IL,"Chicago, IL 60616",USA,Housing Coop,yes,https://www.facebook.com/pages/Cambridge-Manor/133556633362837,,,,,,,,,,,,,,-87.6208928,41.8446749,#ERROR!,#ERROR!,SEWG,DC,,,,
136,Campbell Co-Op Community Garden,1357-59 N Campbell Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/CampbellCoOpCommunityGarden,,,,,,,,,,,,,,-87.689221,41.906452,#ERROR!,#ERROR!,SEWG,DC,,,,
137,Campbell Cooperative Garden,2483 W Hirsch St,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/CampbellCoOpCommunityGarden/,,,,,,,,,,,,,,-87.68927612,41.90655697,#ERROR!,#ERROR!,Shareable Map,SE,,,,
138,Canaryville Branch Library,642 W. 43rd Street,60609,Chicago,IL,"Chicago, IL 60609",USA,Library,yes,http://www.chipublib.org/locations/2,,,,,,,,,,,,,,-87.64230431,41.81632939,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
139,Carlson Community Services,3938 W. Belle Plaine Avenue,60618,Chicago,IL,"Chicago, IL 60618",USA,Social Workshop,yes,http://www.carlsoncommunityservices.org/,,,,,,,,,,,,,,-87.72660243,41.95558046,#ERROR!,#ERROR!,Accelerate77,SE,,,,
140,Casa Michoacan,1638 S. Blue Island Ave,60612,Chicago,IL,"Chicago, IL 60612",USA,Social Workshop,yes,https://www.facebook.com/Fedecmi,,,,,,,,,,,,,,-87.66025018,41.85905796,#ERROR!,#ERROR!,Accelerate77,SE,,,,
141,CASEL -- COLLABORATIVE FOR ACADEMIC,815 W VAN BUREN ST,60607,Chicago,IL,"Chicago, IL 60607",USA,Social Workshop,yes,https://casel.org/,,,,,,,,,,,,,312-226-3770,-87.6479362,41.8764481,#ERROR!,#ERROR!,SEWG,DC,,,,
142,Catatumbo Collective,8900 S. Green Bay Avenue,60617,Chicago,IL,"Chicago, IL 60617",USA,Farm,yes,https://www.facebook.com/CatatumboCooperative/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
143,Center for Economic Research & Social Change,4015 N Rockwell St,60618,Chicago,IL,"Chicago, IL 60618",USA,Social Workshop,yes,cersc.org,,,,,,,,,,,,,,-87.69314204,41.9542701,#ERROR!,#ERROR!,Shareable Map,SE,,,,
144,Center for Humans and Nature,"20 N. Wacker Drive, #2807",60606,Chicago,IL,"Chicago, IL 60606",USA,School,yes,www.humansandnature.org/,,,,,,,,,,,,,,-87.63686313,41.88222588,#ERROR!,#ERROR!,Accelerate77,SE,,,,
145,Center For Neighborhood Technology,2125 W North Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,no,cnt.org,,,,,,,,,,,,,,-87.68060028,41.91033714,,,Shareable Map,SE,,,,
146,Center for New Horizons,4150 S King Dr,60653,Chicago,IL,"Chicago, IL 60653",USA,Social Workshop,yes,cnh.org,,,,,,,,,,,,,,-87.61668875,41.81906697,#ERROR!,#ERROR!,Accelerate77,SE,,,,
147,Center on Halsted,3656 North Halsted Street,60613,Chicago,IL,"Chicago, IL 60613",USA,Social Workshop,yes,www.centeronhalsted.org,,,,,,,,,,,,,,-87.64960862,41.94834248,#ERROR!,#ERROR!,Accelerate77,SE,,,,
148,Central Lake View Neighbors,836 W Wellington Ave,60657,Chicago,IL,"Chicago, IL 60657",USA,Association Office,yes,http://www.clvn.org/,,,,,,,,,,,,,,-87.65157524,41.93640888,#ERROR!,#ERROR!,Accelerate77,SE,,,,
149,Changing Worlds,"329 W. 18th Street, Suite 506",60616,Chicago,IL,"Chicago, IL 60616",USA,Social Workshop,yes,changingworlds.org,,,,,,,,,,,,,(312) 421-8040,-87.63657764,41.85765707,#ERROR!,#ERROR!,Shareable Map,SE,,,,
150,Chaos Brew Club,2417 W. Hubbard ,60612,Chicago,IL,"Chicago, IL 60612",USA,Cooperative,yes,https://www.chaosbrewclub.net/,,,,,,,,,,,,,,-87.6874271,41.8892726,#ERROR!,#ERROR!,SEWG,DC,,,,
151,Chatham Park South Coop,660 e 85th,60619,Chicago,IL,"Chicago, IL 60619",USA,Housing Coop,yes,http://chathamparkvillagecoop.com/,,,,,,,,,,,,,,-87.6069759,41.7403397,#ERROR!,#ERROR!,SEWG,DC,,,,
152,Chatham Park Village Coop Apts,737 e 83rd pl,60619,Chicago,IL,"Chicago, IL 60619",USA,Housing Coop,yes,http://chathamparkvillagecoop.com/,,,,,,,,,,,,,,-87.6078859,41.7427009,#ERROR!,#ERROR!,SEWG,DC,,,,
153,Chi ChiCo,,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
155,Chicago Area Office Federal Credit Union,600 W Madison St,60661,Chicago,IL,"Chicago, IL 60661",USA,Credit Union,yes,http://www.chicagoareafcu.org/,,,,,,,,,,,,,(312)575-5600,-87.64267453,41.88192786,#ERROR!,#ERROR!,creditunionaccess.com,eaz,,,,
156,Chicago Avenue Garage Federal Credit Union,4909 W Division St Suite 403,60651,Chicago,IL,"Chicago, IL 60651",USA,Credit Union,yes,http://creditunionaccess.com/cu02495.htm,,,,,,,,,,,,,(773)626-1100,-87.74862967,41.90223439,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
157,Chicago Bee Branch Library,3647 S. State Street,60609,Chicago,IL,"Chicago, IL 60609",USA,Library,yes,http://www.chipublib.org/locations/29,,,,,,,,,,,,,,-87.62640956,41.82838169,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
158,Chicago Chamber of Commons,,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
159,Chicago Childcare Collective,,,Chicago,IL,"Chicago, IL ",USA,Cooperative,no adrs,http://www.chichico.org/,,,,,,,,,,chichildcareco@gmail.com,,,,,,,,SEWG,DC,,,,
160,Chicago Community & Workers' Rights,2801 S Hamlin Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Union,yes,https://chicagoworkersrights.org/about/collaborations/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
161,Chicago Community Gardens Alliance,"445 North Sacramento Blvd, Suite 204",60612,Chicago,IL,"Chicago, IL 60612",USA,Community Garden,yes,http://chicagocommunitygardens.org/contact-us/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
162,Chicago Community Loan Fund,29 E Madison St # 1700,60602,Chicago,IL,"Chicago, IL 60602",USA,Social Workshop,yes,cclfchicago.org,,,,,,,,,,,,,,-87.62707044,41.88197993,#ERROR!,#ERROR!,Shareable Map,SE,,,,
163,Chicago Community Trust,"225 North Michigan Avenue, #2200",60601,Chicago,IL,"Chicago, IL 60601",USA,social Workshop,yes,https://www.cct.org/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
164,Chicago Conservation Corps,Suite 2200,60602,Chicago,IL,"Chicago, IL 60602",USA,Social Workshop,yes,http://chicagoconservationcorps.org/,,,,,,,,,,,,,,-87.63246913,41.88258055,#ERROR!,#ERROR!,Accelerate77,SE,,,,
166,Chicago FarmWorks,407-419 N Kedzie,60612,Chicago,IL,"Chicago, IL 60612",USA,Farm,yes,https://www.heartlandalliance.org/program/chicago-farmworks-transitional-jobs/,,,,,,,,,,,,,,-87.705694,41.888547,#ERROR!,#ERROR!,SEWG,DC,,,,
167,Chicago Fire Officers' Association Credit Union,10231 S Western Ave Fl 2,60643,Chicago,IL,"Chicago, IL 60643",USA,Credit Union,yes,http://www.cfoacu.org/,,,,,,,,,,,,,(773)445-1700,-87.6815689,41.70764016,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
168,Chicago Firefighter's Credit Union,6230 S Central Ave,60638,Chicago,IL,"Chicago, IL 60638",USA,Credit Union,yes,http://chicagofirefighterscu.com/,,,,,,,,,,,,,(773)581-5253,-87.76184662,41.77905913,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
169,Chicago Firemans Association Credit Union,2453 S Archer Ave,60616,Chicago,IL,"Chicago, IL 60616",USA,Credit Union,yes,http://chicagofiremansacu.org/,,,,,,,,,,,,,(312)791-0834,-87.64450646,41.84805786,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
170,CHICAGO FOOD COOP,,,Chicago,IL,"Chicago, IL ",USA,Cooperative,no adrs,http://www.chicagofoodcoop.org,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
171,Chicago Food Policy Action Council,"1 N State St, Ste 1500",60602,Chicago,IL,"Chicago, IL 60602",USA,Social Workshop,yes,https://www.chicagofoodpolicy.com/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
172,Chicago Freedom School,719 S. State Street,60605,Chicago,IL,"Chicago, IL 60605",USA,School,yes,http://chicagofreedomschool.org/,,,,,,,,,,,,,,-87.62738203,41.87252443,#ERROR!,#ERROR!,Shareable Map,SE,,,,
173,Chicago Gateway Green,"1000 N Milwaukee Ave, #302",60642,Chicago,IL,"Chicago, IL 60642",USA,Community Garden,yes,http://www.gatewaygreen.org/,,,,,,,,,,,,,,-87.66102087,41.89976038,#ERROR!,#ERROR!,Accelerate77,SE,,,,
174,CHICAGO GLASS COLLECTIVE,1770 W BERTEAU AVE # 203,60613,Chicago,IL,"Chicago, IL 60613",USA,Credit Union,yes,https://www.chicagoglasscollective.com/,,,,,,,,,,,,,216-543-2329,-87.6734081,41.9580976,#ERROR!,#ERROR!,SEWG,DC,,,,
175,CHICAGO GRASS ROOTS CRICULUM,4554 N BROADWAY ST #326,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://grassrootscurriculum.org,,,,,,,,,,,,,773.387.1844,-87.6572959,41.9646577,#ERROR!,#ERROR!,SEWG,DC,,,,
176,Chicago Honey Co-op,2000 W Carroll Ave,60612,Chicago,IL,"Chicago, IL 60612",USA,Cooperative,yes,chicagohoneycoop.com,,,,,,,,,,,,,,-87.67683086,41.88776579,#ERROR!,#ERROR!,Shareable Map,SE,,,,
177,Chicago Honey Cooperative,1800 N. Clark St.,60614,Chicago,IL,"Chicago, IL 60614",USA,Cooperative,yes,http://www.chicagohoneycoop.com/contact/,,,,,,,,,,,,,,-87.63398077,41.9148328,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
178,Chicago Instructional Tech,1608 N Milwaukee Ave # 703,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,yes,http://voqal.org/,,,,,,,,,,,,,,-87.67778126,41.91047657,#ERROR!,#ERROR!,Shareable Map,SE,,,,
179,Chicago Justice Project,35 E Wacker Dr,60601,Chicago,IL,"Chicago, IL 60601",USA,Social Workshop,yes,http://chicagojustice.org/,,,,,,,,,,,,,,-87.62622741,41.88673096,#ERROR!,#ERROR!,Shareable Map,SE,,,,
180,Chicago Lawn Branch Library,6120 S. Kedzie Avenue,60629,Chicago,IL,"Chicago, IL 60629",USA,Library,yes,http://www.chipublib.org/locations/19,,,,,,,,,,,,,,-87.7033115,41.78196339,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
181,Chicago Lights,444 W. Chicago Ave,60610,Chicago,IL,"Chicago, IL 60610",USA,Farm,yes,https://www.chicagolights.org/our-programs/urban-farm/,,,,,,,,,,,,,,-87.6414958,41.89658327,#ERROR!,#ERROR!,Accelerate77,SE,,,,
182,Chicago Market - A Community Co-op,"4620 North Broadway, Chicago, IL 60640",60640,Chicago,IL,"Chicago, IL 60640",USA,Cooperative,yes,http://www.chicagomarket.coop/,,,,,,,,,,,,,312-493-9572,-87.6582693,41.965912,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
183,Chicago Municipal Employees Credit Union,18 S Michigan Ave Suite 1000,60603,Chicago,IL,"Chicago, IL 60603",USA,Credit Union,yes,http://www.cmecuonline.org/,,,,,,,,,,,,,(312)236-2326,-87.6243817,41.88189519,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
184,CHICAGO MUNICIPAL EMPLOYEES CU,18 S MICHIGAN,60603,Chicago,IL,"Chicago, IL 60603",USA,Credit Union,yes,http://www.cmecuonline.org/,,,,,,,,,,,,,312 236-2326,-87.625001,41.8814882,#ERROR!,#ERROR!,SEWG,DC,,,,
185,CHICAGO MUTUAL INSURANCE,300 S WACKER DR # 1250,,Chicago,IL,"Chicago, IL ",USA,,no,https://www.libertymutual.com/insurance-office-chicago-il,,,,,,,,,,,,,(312) 347-1200,-87.6369152,41.8780652,,,SEWG,DC,,,,
186,Chicago Nettelhorst French Market,3252 N. Broadway,60657,Chicago,IL,"Chicago, IL 60657",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.654198,41.940734,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
187,Chicago Patchwork Gardens,2805 W. Chicago Ave,60612,Chicago,Il,"Chicago, Il 60612",USA,Community Garden,yes,http://chicagopatchworkfarms.com/,,,,,,,,,,,,,,-87.69688301,41.89556397,#ERROR!,#ERROR!,Accelerate77,SE,,,,
188,Chicago Patrolmen's Federal Credit UnioN,1407 W Washington Blvd,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,www.cpdfcu.com,,,,,,,,,,,,,(312)726-8814,-87.6625745,41.88280433,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
189,Chicago Podcast Cooperative,1917 N Elston Ave,60642,Chicago,IL,"Chicago, IL 60642",USA,Cooperative,Yes,http://chicagopodcastcoop.com,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
190,Chicago Post Office Employees Credit Union,10025 S Western Ave,60643,Chicago,IL,"Chicago, IL 60643",USA,Credit Union,yes,http://cpoecu.com/,,,,,,,,,,,,,(773)881-2500,-87.68168141,41.71141454,#ERROR!,#ERROR!,creditunionaccess.com,eaz,,,,
191,Chicago Public Radio,848 E Grand Ave,60611,Chicago,IL,"Chicago, IL 60611",USA,media,yes,wbez.org‎,,,,,,,,,,,,,,-87.61400807,41.89199904,#ERROR!,#ERROR!,Shareable Map,SE,,,,
192,Chicago Rarities Orchard Project (CROP),2596 N Milwaukee Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Farm,yes,http://www.chicagorarities.org/,,,,,,,,,,,,,,-87.70574455,41.92794874,#ERROR!,#ERROR!,Accelerate77,SE,,,,
193,Chicago Recycling Coalition,2430 N Cannon Dr,60614,Chicago,IL,"Chicago, IL 60614",USA,Social Workshop,yes,www.chicagorecycling.org,,,,,,,,,,,,,,-87.63733058,41.93120192,#ERROR!,#ERROR!,Accelerate77,SE,,,,
194,Chicago Rehab Network,140 S Dearborn St #1420,60603,Chicago,IL,"Chicago, IL 60603",USA,Social Workshop,yes,chicagorehab.org,,,,,,,,,,,,,,-87.62944927,41.87996739,#ERROR!,#ERROR!,Shareable Map,SE,,,,
195,Chicago Sustainable Manufacturing Center,1048 W. 37th St.,60609,Chicago,IL,"Chicago, IL 60609",USA,workshop for manufacture or repair of goods,yes,www.bubblydynamics.com/,,,,,,,,,,,,,,-87.65475787,41.82707396,#ERROR!,#ERROR!,Accelerate77,SE,,,,
196,Chicago Time Exchange,3509 S King Dr,60653,Chicago,IL,"Chicago, IL 60653",USA,Talent and Time Barter,yes,www.chicagotimeexchange.com,,,,,,,,,,,,,,-87.61677666,41.8301461,#ERROR!,#ERROR!,Shareable Map,SE,,,,
197,Chicago Urban Art Retreat Center,1957 S. Spaulding Ave.,60623,Chicago,IL,"Chicago, IL 60623",USA,Arts Centre,yes,www.urbanartretreat.com,,,,,,,,,,,,,,-87.70766747,41.85406702,#ERROR!,#ERROR!,Accelerate77,SE,,,,
198,Chicago Volunter Doulas,P.O.Box 5851,60680,Chicago,IL,"Chicago, IL 60680",USA,Workers Collective,no adrs,https://www.chicagovolunteerdoulas.org,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
199,Chicago Wilderness Corporate Council,"8 South Michigan Avenue, #2101",60603,Chicago,IL,"Chicago, IL 60603",USA,Association Office,yes,www.chicagowilderness.org,,,,,,,,,,,,,,-87.62438428,41.88202857,#ERROR!,#ERROR!,Accelerate77,SE,,,,
200,Chicago Wisdom Project,5655 S. University Avenue,60637,Chicago,IL,"Chicago, IL 60637",USA,Social Workshop,yes,http://chicagowisdomproject.org/,,,,,,,,,,,,,,-87.59800623,41.79224841,#ERROR!,#ERROR!,Accelerate77,SE,,,,
201,Chicago Zine Fest,1104 S Wabash Ave,60605,Chicago,IL,"Chicago, IL 60605",USA,media,yes,http://chicagozinefest.org,,,,,,,,,,,,,,-87.62596305,41.86921062,#ERROR!,#ERROR!,Shareable Map,SE,,,,
202,ChiHackNight,"8, 222 W Merchandise Mart Plaza",60654,Chicago,IL,"Chicago, IL 60654",USA,Social Workshop,yes,http://chihacknight.org,,,,,,,,,,,,,,-87.636511,41.887141,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
203,Children’s Garden of Hope,4052-58 W Potomac Ave,60651,Chicago,IL,"Chicago, IL 60651",USA,Community Garden,yes,https://www.facebook.com/cgohchicago/,,,,,,,,,,,,,,-87.728458,41.904708,#ERROR!,#ERROR!,SEWG,DC,,,,
204,Childrens Garden of Hope,4052 West Potomac,60651,Chicago,IL,"Chicago, IL 60651",USA,Community Garden,yes,https://www.facebook.com/childrensgardenofhope/,,,,,,,,,,,,,,-87.72779874,41.90454148,#ERROR!,#ERROR!,Accelerate77,SE,,,,
205,CHILDRENS LITERACY INITIATIVE,641 W LAKE ST 200,60661,Chicago,IL,"Chicago, IL 60661",USA,Social Workshop,yes,https://cli.org/,,,,,,,,,,,,,(312) 726-7320,-87.644481,41.885383,#ERROR!,#ERROR!,SEWG,DC,,,,
206,Chinatown Branch Library,2100 S. Wentworth Avenue,60616,Chicago,IL,"Chicago, IL 60616",USA,Library,yes,http://www.chipublib.org/locations/20,,,,,,,,,,,,,,-87.63190778,41.85430476,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
207,Chinese American Museum,238 W. 23rd Street,60616,Chicago,IL,"Chicago, IL 60616",USA,museum,yes,www.ccamuseum.org,,,,,,,,,,,,,,-87.63416412,41.85103361,#ERROR!,#ERROR!,Accelerate77,SE,,,,
208,Chinese American Service League,2141 S. Tan Court,60616,Chicago,IL,"Chicago, IL 60616",USA,Social Workshop,yes,www.caslservice.org,,,,,,,,,,,,,,-87.63480216,41.85491579,#ERROR!,#ERROR!,Accelerate77,SE,,,,
209,Chinese Community Center,250 W. 22nd Place,60616,Chicago,IL,"Chicago, IL 60616",USA,Social Workshop,yes,ccbachicago.org,,,,,,,,,,,,,,-87.6333971,41.85224382,#ERROR!,#ERROR!,Accelerate77,SE,,,,
210,Chinese Mutual Aid Association,1016 W Argyle St,60640,Chicago,Il,"Chicago, Il 60640",USA,Social Workshop,yes,www.chinesemutualaid.org/,,,,,,,,,,,,,,-87.65561547,41.97339231,#ERROR!,#ERROR!,Accelerate77,SE,,,,
211,City Bureau ,6100 S. Blackstone Ave.,60637,Chicago,Il,"Chicago, Il 60637",USA,media,yes,https://www.citybureau.org/,,,,,,,,,,,,,,-87.59038586,41.78388065,#ERROR!,#ERROR!,Darryl Holliday,SE,,,,
212,City Farm,1204 N. Clybourn Ave.,60610,Chicago,IL,"Chicago, IL 60610",USA,Farm,yes,www.facebook.com/CityFarmChicago/,,,,,,,,,,,,,,-87.63980332,41.90382675,#ERROR!,#ERROR!,Accelerate77,SE,,,,
213,Civic Knowledge Project,1115 E. 58th Street,60637,Chicago,IL,"Chicago, IL 60637",USA,Social Workshop,no,http://civicknowledge.uchicago.edu,,,,,,,,,,,,,,-87.59840865,41.78951162,,,Accelerate77,SE,,,,
214,Claretian Associates,9108 S. Brandon Ave,60617,Chicago,IL,"Chicago, IL 60617",USA,Housing Coop,yes,claretianassociates.org,,,,,,,,,,,,,,-87.54701729,41.72996474,#ERROR!,#ERROR!,Accelerate77,SE,,,,
215,Clearing Branch Library,6423 W. 63rd Place,60638,Chicago,IL,"Chicago, IL 60638",USA,Library,yes,http://www.chipublib.org/locations/21,,,,,,,,,,,,,,-87.78178416,41.77667847,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
